projectdwid,projectid,projectname,programname,startdate,projectedcompletiondate,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,commercial_square_footage,borrower_legal_entity_name,general_contractor_name,is_davis_bacon,is_section_220_nys_labor_law
20333,51950,HABITAT-NYC SINGLE FAMILY HOMES PHASE II,Small Homes Program,2017-02-23T00:00:00.000,,0,20,20.0,20,0.0,HABITAT FOR HUMANITY HOUSING,HFH NYC GC LLC,No,No
20146,51990,"2820 WEST 35 STREET, BROOKLYN",Sandy Program,2015-04-30T00:00:00.000,2015-11-18T00:00:00.000,0,0,,5,0.0,Tip Top General Contracting Corp.,Tip Top General Contracting Corp.,No,No
20047,52000,34-37 Realty Ltd.,Multifamily Finance Program,2015-06-17T00:00:00.000,2017-07-20T00:00:00.000,46,0,46.0,46,5320.0,34-37 REALTY LTD,CDC Development Corporation,No,No
19968,52021,829 Southern Blvd. HDFC,Multifamily Finance Program,2014-06-30T00:00:00.000,2016-04-18T00:00:00.000,1,48,49.0,49,0.0,829 Southern Boulevard HDFC,"Shamas Contracting Co., Inc.",No,No
20194,52022,3279 HULL AVE. HDFC,Multifamily Finance Program,2014-06-30T00:00:00.000,2016-02-29T00:00:00.000,0,51,51.0,51,0.0,3279 Hull Avenue HDFC,Heat Inc,No,No
19964,52056,2015 Monterey Avenue LLC aka PRC Monterey,Multifamily Finance Program,2014-06-27T00:00:00.000,2014-06-27T00:00:00.000,159,0,159.0,330,2622.0,2015 Monterey LLC,MELCARA CORPORATION,No,No
21289,52083,Essex Crossing - Site 5,Multifamily Finance Program,2015-06-30T00:00:00.000,2018-07-31T00:00:00.000,104,0,104.0,211,73632.0,SITE 5 DSA OWNER LLC,ESSEX CROSSING BUILDERS LLC,No,No
21349,52119,EXCELSIOR II,Multifamily Finance Program,2015-11-25T00:00:00.000,2019-02-14T00:00:00.000,60,0,60.0,60,0.0,EXCEL NELSON LP,L RISO & SONS CO INC,No,No
21316,52122,Essex Crossing - Site 2,Multifamily Finance Program,2015-06-30T00:00:00.000,2018-12-27T00:00:00.000,98,0,98.0,195,189682.0,SITE 2 DSA OWNER LLC,T.G Nicket & Associates,No,No
21275,52147,VILLAGE EAST,Sandy Program,2016-12-29T00:00:00.000,,0,0,0.0,434,15778.0,ELECTRICAL CONTRACTING SOLUTIONS CORP,ELECTRICAL CONTRACTING SOLUTIONS CORP,Yes,No
21116,52202,ARVERNE 353 BEACH 57TH ST - REPAIR,Sandy Program,2016-12-28T00:00:00.000,2021-04-22T00:00:00.000,0,0,,342,1050.0,SKYLINE RESTORATION INC.,SKYLINE RESTORATION INC.,Yes,No
21089,52223,JERICHO. 2065 WALTON AVENUE,Multifamily Finance Program,2015-06-03T00:00:00.000,2018-06-05T00:00:00.000,90,0,90.0,90,0.0,2065 WALTON AVENUE ASSOCIATES LLC,GKC INDUSTRIES INC,Yes,No
21318,52349,Friends House (8A),Multifamily Finance Program,2014-09-16T00:00:00.000,2014-09-16T00:00:00.000,0,0,,50,0.0,"Rosehill Friends, L.P.",NO GENERAL CONTRACTOR,No,No
21215,52396,Tremont Renaissance,Multifamily Finance Program,2015-12-22T00:00:00.000,2021-05-21T00:00:00.000,256,0,256.0,256,39779.0,Tremont Renaissance LLC,Joy Construction Corp.,No,No
21127,52405,Triataros Corp.,Multifamily Finance Program,2015-09-18T00:00:00.000,2018-04-12T00:00:00.000,20,0,20.0,20,0.0,Triataros Corporation,"Shamas Contracting Co., Inc.",No,No
21279,52415,UPS. 1060 Rev. James Polite Ave,Multifamily Finance Program,2015-11-24T00:00:00.000,2017-11-27T00:00:00.000,69,0,69.0,69,0.0,LYNNS PLACE HOUSING DEVELOPMENT,Procida Construction,Yes,No
21367,52435,Essex Crossing - Site 6,Multifamily Finance Program,2015-12-08T00:00:00.000,2017-10-25T00:00:00.000,100,0,100.0,100,6069.0,SITE 6 DSA OWNER LLC,DELANCEY BUILDERS LLC,No,No
21210,52461,92 St. Nicholas Avenue HDFC,Multifamily Finance Program,2016-07-01T00:00:00.000,,13,43,56.0,56,0.0,92 ST NICHOLAS AVENUE HOUSING,Akhtar Construction Corp.,No,No
21030,52467,FORD BEDFORD. 2848 BAINBRIDGE AVE.SERVIAM HEIGHTS,Multifamily Finance Program,2015-12-29T00:00:00.000,2018-06-13T00:00:00.000,197,0,197.0,197,0.0,SERVIAM HEIGHTS LLC,CHEEVER DEVELOPMENT CORP,Yes,No
21105,52539,COUNTEE CULLEN 2,Multifamily Finance Program,2016-12-19T00:00:00.000,2018-04-04T00:00:00.000,0,0,,2,0.0,ECUMENICAL COMMUNITY DEVELOPMENT,CC TECHNICAL CONTRACTING CORP,No,No
21399,52597,HELP. 984 Woodycrest Avenue,Multifamily Finance Program,2015-11-17T00:00:00.000,2018-01-11T00:00:00.000,48,0,48.0,48,0.0,HELP WOODYCREST HOUSING DEVELOPMENT,A A D CONSTRUCTION CORP,Yes,No
21411,52610,Crossroads Plaza I,Multifamily Finance Program,2014-12-19T00:00:00.000,2018-08-16T00:00:00.000,163,0,163.0,163,16039.0,Crossroads I Owner LLC,New Cassel Construction,No,No
21328,52646,Common Ground.411 East 178th St. Webster Ave.,Multifamily Finance Program,2015-11-18T00:00:00.000,2018-07-20T00:00:00.000,171,0,171.0,171,2635.0,WEBSTER AVENUE SUPPORTIVE LLC,"Mega Contracting, Inc.",Yes,No
21350,52656,Affordable & Supportive Family Housing at Van Dyke,Multifamily Finance Program,2015-06-30T00:00:00.000,2017-07-26T00:00:00.000,101,0,101.0,101,0.0,CHV 603 MOTHER GASTON BLVD LP,Bruno Frustaci Contracting Inc,Yes,No
21401,52661,3160 Park Avenue (Mixed Income),Multifamily Finance Program,2014-12-31T00:00:00.000,2016-12-15T00:00:00.000,57,0,57.0,152,21442.0,Trinity Park Ave Mixed Use MT LLC,"Mega Contracting, Inc.",No,No
21069,52662,Longfellow Avenue,Multifamily Finance Program,2015-10-14T00:00:00.000,2017-11-22T00:00:00.000,149,0,149.0,149,1843.0,LONGFELLOW OWNERS LLC,A A D CONSTRUCTION CORP,No,No
21129,52665,907 Driggs Avenue,Multifamily Finance Program,2015-04-22T00:00:00.000,2019-08-27T00:00:00.000,21,0,21.0,21,0.0,Los Sures 907 Driggs Avenue HDFC,"Atlas Builders, LLC",No,No
21284,52666,STRIVERS PLAZA,Multifamily Finance Program,2014-12-18T00:00:00.000,2017-04-19T00:00:00.000,54,0,54.0,54,12268.0,Frederick Douglass Realty LLC,REAL BUILDERS INC,No,No
21161,52667,Summit Ridge,Multifamily Finance Program,2014-12-18T00:00:00.000,2017-03-31T00:00:00.000,58,0,58.0,58,0.0,950 Summit Avenue LLC,Summit JV LLC,No,No
21391,52674,Genesis Year 15 Resyndication,Multifamily Finance Program,2015-06-25T00:00:00.000,2018-07-30T00:00:00.000,358,0,358.0,358,4054.0,GENESIS Y15 OWNERS LLC,"Notias Construction, Inc.",No,No
21301,52693,"162-164 EAST 104 STREET, MANHATTAN",Sandy Program,2016-09-30T00:00:00.000,2016-12-14T00:00:00.000,0,0,,15,0.0,EMPIREHD,EMPIREHD,Yes,No
21207,52701,YWCA OF BROOKLYN (LOAN II),Multifamily Finance Program,2016-01-29T00:00:00.000,2020-06-24T00:00:00.000,215,0,215.0,215,1750.0,YOUNG WOMENS CHRISTIAN ASSOCIATION,NO GENERAL CONTRACTOR,No,No
21389,52721,Morrisania Portfolio,Multifamily Finance Program,2014-12-18T00:00:00.000,2015-12-17T00:00:00.000,668,8,676.0,676,0.0,Bronx Preservation Housing Development Fund Corporation,Chateau GC LLC,No,No
21182,52722,Our Lady of Lourdes,Multifamily Finance Program,2015-08-18T00:00:00.000,2018-06-29T00:00:00.000,76,0,76.0,76,0.0,Our Lady of Lourdes Apartments LLC,JOBCO INC,No,No
21238,52723,Prospect Plaza - Site 2,Multifamily Finance Program,2014-12-29T00:00:00.000,2017-01-18T00:00:00.000,149,0,149.0,149,0.0,Oceanhill II LLC,"Mega Contracting, Inc.",Yes,No
21325,52728,SCATTERED SITES LP.YR15.FY22,Multifamily Finance Program,2022-05-20T00:00:00.000,,55,0,55.0,55,0.0,CLOTH SCATTERED SITES HOUSING DEVELOPMENT FUND CORPORATION,HORIZON CONSTRUCTION INC,No,No
21177,52733,HCCI 2,Multifamily Finance Program,2014-12-04T00:00:00.000,2017-07-12T00:00:00.000,399,0,399.0,399,18504.0,Northern Manhattan Equities LLC,"Erin Construction and Development Co., Inc",No,No
21270,52735,HELP DUMONT LLC.YR15.FY17,Multifamily Finance Program,2017-03-22T00:00:00.000,2018-01-31T00:00:00.000,150,0,150.0,150,0.0,HELP DUMONT LLC,A.A.D. CONSTRUCTION CORP,No,No
21408,52737,FAC RENAISSANCE HDFC,Multifamily Finance Program,2016-06-15T00:00:00.000,2020-03-13T00:00:00.000,82,0,82.0,82,9269.0,FAC RENAISSANCE HOUSING DEVELOPMENT,Avante Contracting Corp.,No,No
21329,52752,Urban Strategies Apts,Multifamily Finance Program,2015-06-26T00:00:00.000,2018-11-15T00:00:00.000,126,0,126.0,126,6148.0,US MCLEOD HOUSING DEVELOPMENT FUND,"Shamas Contracting Co., Inc.",No,No
21444,52757,BEC Phase 1,Multifamily Finance Program,2015-10-07T00:00:00.000,2019-03-26T00:00:00.000,212,0,212.0,212,3097.0,SKIPP TO MY LILLY LLC,BRISA BUILDERS CORP,No,No
21458,52758,CSH,Multifamily Finance Program,2015-12-30T00:00:00.000,,359,0,359.0,359,4329.0,CB CSH 2015 LLC,CBCS CONSTRUCTION CORP,No,No
21164,52774,JAMAICA CROSSING (HIGH-RISE),Multifamily Finance Program,2016-12-22T00:00:00.000,2021-12-13T00:00:00.000,539,0,539.0,539,37416.0,CJ PLAZA ONE LLC,BRP Construction Group LLC,No,No
21091,52775,JAMAICA CROSSING (MID-RISE),Multifamily Finance Program,2016-12-22T00:00:00.000,,130,0,130.0,130,0.0,CJ PLAZA TWO LLC,BRP Construction Group LLC,No,No
21173,52782,Pitkin Berriman,Multifamily Finance Program,2015-10-30T00:00:00.000,2018-04-27T00:00:00.000,60,0,60.0,60,7290.0,CYPRESS PITKIN BERRIMAN LP,DP Group General Contractors Developers Inc,No,No
21114,52783,ST. AUGUSTINE APARTMENTS,Multifamily Finance Program,2015-08-13T00:00:00.000,2018-08-24T00:00:00.000,112,0,112.0,112,0.0,ST AUGUSTINE APARTMENTS LLC,"Mega Contracting, Inc.",No,No
20987,52795,WIN. 21 WEST 118TH STREET,Multifamily Finance Program,2015-11-02T00:00:00.000,2017-12-20T00:00:00.000,35,0,35.0,35,0.0,Women In Need,J. Pilla Contracting,No,No
21354,52798,BRC. 233 LANDING ROAD,Multifamily Finance Program,2015-06-30T00:00:00.000,2018-02-08T00:00:00.000,136,0,136.0,136,0.0,BRC LANDING ROAD II LP,J. Pilla Contracting,No,No
21196,52816,220 EAST 7 STREET MANHATTAN - REPAIR & RESILIENCE,Sandy Program,2016-10-07T00:00:00.000,2020-11-18T00:00:00.000,0,0,,15,0.0,"Access House, Inc.",HORIZON CONSTRUCTION INC.,Yes,No
21239,52817,621 WATER STREET MANHATTAN - RESILIENCE,Sandy Program,2016-10-07T00:00:00.000,2019-05-24T00:00:00.000,0,0,,124,0.0,Gouverneur Court HDFC,HORIZON CONSTRUCTION INC.,Yes,No
21441,52827,2609 Briggs Realty LLC,Multifamily Finance Program,2015-12-03T00:00:00.000,2017-11-27T00:00:00.000,55,0,55.0,55,0.0,2609 BRIGGS REALTY LLC,R and S Construction Corp.,No,No
21366,52836,Sons Of Italy - Sandy Recovery,Sandy Program,2015-09-30T00:00:00.000,2016-12-20T00:00:00.000,0,0,,106,0.0,Horizion Construction,Horizion Construction,Yes,No
21396,52852,G&M Properties Phase II,Multifamily Finance Program,2015-05-05T00:00:00.000,2017-10-02T00:00:00.000,181,0,181.0,181,0.0,G &amp; M PROPERTIES II LP,HOMEBUILDERS I L P,No,No
21333,52888,2636 University LLC,Multifamily Finance Program,2015-12-03T00:00:00.000,2018-05-07T00:00:00.000,30,0,30.0,30,4000.0,2636 UNIVERSITY REALTY LLC,R and S Construction Corp.,No,No
21351,52893,PROSPECT PLAZA - SITE 3,Multifamily Finance Program,2016-03-22T00:00:00.000,2018-05-04T00:00:00.000,135,0,135.0,135,29098.0,OCEANHILL III LLC,"Mega Contracting, Inc.",No,No
21134,52937,Arker.34-11 Beach Channel Drive,Multifamily Finance Program,2015-06-25T00:00:00.000,2018-08-20T00:00:00.000,154,0,154.0,154,4500.0,ROCKAWAY SEAGIRT LIMITED,Chateau GC LLC,Yes,No
21375,52941,"Concourse Village, Inc. II",Multifamily Finance Program,2015-12-28T00:00:00.000,2020-02-14T00:00:00.000,0,0,,1872,0.0,CONCOURSE VILLAGE INC,NUS CONTRACTING CO,No,No
21261,52979,SUS. 1434 UNDERCLIFF AVE,Multifamily Finance Program,2016-06-30T00:00:00.000,2018-12-06T00:00:00.000,75,0,75.0,75,0.0,SUS UNDERCLIFF HOUSING DEVELOPMENT,J. Pilla Contracting,Yes,No
21206,52985,788 FOX STREET HDFC.HUDMF.FY17,Multifamily Finance Program,2017-02-22T00:00:00.000,2018-01-11T00:00:00.000,52,0,52.0,52,3420.0,788 FOX STREET HOUSING DEVELOPMENT FUND CORPORATION,A.A.D. CONSTRUCTION CORP,Yes,No
21125,52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,Multifamily Finance Program,2018-06-29T00:00:00.000,2022-06-27T00:00:00.000,65,0,65.0,65,3835.0,ESSIE JEFFRIES APARTMENTS HOUSING DEVELOPMENT FUND CORPORATION,FG-PH Corporation,Yes,No
21406,52999,HANAC. 54-25 101 ST. CORONA SENIOR RESIDENCE,Multifamily Finance Program,2016-08-05T00:00:00.000,2018-08-23T00:00:00.000,68,0,68.0,68,0.0,HANAC CORONA RESIDENCE LLC,Bruno Frustaci Contracting Inc,Yes,No
21364,53010,BSDC 233 STUYVESANT AVE HDFC.PLP.FY18,Multifamily Finance Program,2018-07-25T00:00:00.000,2020-06-18T00:00:00.000,8,0,8.0,8,0.0,BSDC 233 STUYVESANT AVENUE HDFC,NOTIAS CONSTRUCTION INC,No,No
21490,53011,Sumpter Marcus LP II,Multifamily Finance Program,2015-07-14T00:00:00.000,2019-05-22T00:00:00.000,49,0,49.0,49,1200.0,Sumpter Marcus LP II,HNS CONSTRUCTION CORP,No,No
21456,53017,Nehemiah Spring Creek Homes at Gateway Estates 4A,Small Homes Program,2016-06-27T00:00:00.000,2019-05-28T00:00:00.000,27,83,110.0,110,0.0,NEHEMIAH SPRING CREEK AFFORDABLE,Monadnock Construction,No,No
21208,53077,"CLAYTON APARTMENTS, INC. 8-A LOAN",Multifamily Finance Program,2015-12-30T00:00:00.000,2017-06-19T00:00:00.000,0,161,161.0,161,700.0,"Clayton Apartments, Inc.",Aggressive Energy,No,No
21006,53157,MHANY 75,Multifamily Finance Program,2015-10-27T00:00:00.000,2018-08-03T00:00:00.000,255,0,255.0,255,500.0,Mutual Housing Association of New York,"Notias Construction, Inc.",No,No
21009,53180,COMPASS RESIDENCES 2A,Multifamily Finance Program,2015-06-29T00:00:00.000,2017-07-31T00:00:00.000,128,0,128.0,128,0.0,COMPASS TWO A LLC,Monadnock Construction,No,No
21145,53188,1890 Andrews Avenue,Multifamily Finance Program,2015-12-14T00:00:00.000,2019-01-31T00:00:00.000,56,0,56.0,56,3100.0,MORRIS HEIGHTS PRESERVATION L P,MDG Design & Construction,No,No
21280,53245,3160 Park Avenue (Low Income),Multifamily Finance Program,2014-12-31T00:00:00.000,2016-12-15T00:00:00.000,95,0,95.0,152,0.0,Trinity Park Ave Affordable LLC,"Mega Contracting, Inc.",No,No
21158,53264,SAM BURT HOUSES - RESILIENCY,Sandy Program,2017-06-15T00:00:00.000,2021-05-04T00:00:00.000,0,0,,148,0.0,ALPHA OMEGA BUILDING CORP,ALPHA OMEGA BUILDING CORP,Yes,No
21346,53273,3475 Third Avenue,Multifamily Finance Program,2015-06-30T00:00:00.000,2018-04-25T00:00:00.000,102,0,102.0,102,12964.0,3475 THIRD AVENUE OWNER REALTY LLC,Radson Development LLC,No,No
21224,53277,NAVY YARD HDFC INC. (8A),Multifamily Finance Program,2014-12-30T00:00:00.000,2019-06-07T00:00:00.000,0,159,159.0,159,0.0,Navy Yard HDFC Inc.,NO GENERAL CONTRACTOR,No,No
21455,53437,PRC Andrews Avenue,Multifamily Finance Program,2015-06-19T00:00:00.000,2016-08-31T00:00:00.000,248,0,248.0,248,3363.0,PRC ANDREWS AVENUE LLC,MELCARA CORPORATION,No,No
21193,53461,BEACH GREEN NORTH,Multifamily Finance Program,2015-06-30T00:00:00.000,2017-08-30T00:00:00.000,101,0,101.0,101,521.0,BEACH GREEN NORTH LLC,Banta Homes Corp.,No,No
21143,53473,Aquinas Deacon Juan Santos HDFC,Multifamily Finance Program,2015-06-29T00:00:00.000,2017-06-03T00:00:00.000,136,0,136.0,136,0.0,Aquinas Deacon Juan Santos LLC,MDG Design & Construction,No,No
21065,53551,Lower East Side - Inclusionary Zoning,Multifamily Finance Program,2015-12-17T00:00:00.000,2017-11-21T00:00:00.000,0,26,26.0,26,400.0,B&amp;N HOUSING LLC,B&amp;N CONTRACTORS LLC,No,No
21230,53580,530 EXTERIOR STREET (AKA E 149 ST A),Multifamily Finance Program,2015-12-29T00:00:00.000,2018-05-25T00:00:00.000,157,0,157.0,157,0.0,Ram Exterior LLC,Monadnock Construction,No,No
22748,53655,DREAMYARD NEP HDFC.YR15.FY2017,Multifamily Finance Program,2017-06-27T00:00:00.000,2021-08-31T00:00:00.000,301,0,301.0,301,8338.0,BPG PROPERTIES 1 LLC,HOMEBUILDERS I L P,No,No
22803,53680,SPRING CREEK PHASE 4B-2,Multifamily Finance Program,2019-04-18T00:00:00.000,2021-12-22T00:00:00.000,240,0,240.0,240,4615.0,SPRING CREEK 4B TWO LIHTC LLC,MONADNOCK CONSTRUCTION INC,No,No
22863,54360,SPRING CREEK PHASE 4B-1,Multifamily Finance Program,2017-12-28T00:00:00.000,2019-12-26T00:00:00.000,160,0,160.0,160,0.0,SPRING CREEK IV MIXED INCOME LLC,MONADNOCK CONSTRUCTION INC,No,No
22716,54377,CONFIDENTIAL,Multifamily Finance Program,2018-06-29T00:00:00.000,,0,0,0.0,0,0.0,-,Galaxy,No,No
22844,54407,2629 Sedgwick Avenue,Multifamily Finance Program,2015-09-09T00:00:00.000,2017-05-02T00:00:00.000,30,0,30.0,30,0.0,SEDGWICK AVENUE DIGNITY DEVELOPERS,"Erin Construction and Development Co., Inc",No,No
22616,54520,COMPASS 5,Multifamily Finance Program,2017-04-05T00:00:00.000,2019-12-12T00:00:00.000,218,0,218.0,218,4704.0,COMPASS V LLC,MONADNOCK CONSTRUCTION,No,No
22780,54577,1019 FULTON STREET,Multifamily Incentives Program,2019-06-24T00:00:00.000,,15,0,15.0,50,10142.0,AKERMAN LLP,TOUCHSTONE HOMES LLC,No,No
22884,54709,HCCI 2 Phase II,Multifamily Finance Program,2015-06-30T00:00:00.000,2016-06-13T00:00:00.000,207,0,207.0,207,6844.0,NME II HOUSING DEVELOPMENT FUND,"Erin Construction and Development Co., Inc",No,No
22762,54727,Bensonhurst Housing For The Elderly,Multifamily Finance Program,2015-05-20T00:00:00.000,2017-03-22T00:00:00.000,71,0,71.0,71,0.0,BENSONHURST HOUSING LP,"Notias Construction, Inc.",No,No
22681,54838,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER II,Small Homes Program,2017-11-01T00:00:00.000,,0,23,23.0,26,0.0,RESTORING URBAN NEIGHBORHOODS LLC,EMPIREHD,No,No
22706,54842,Webster Commons Building D,Multifamily Finance Program,2015-12-22T00:00:00.000,2018-10-15T00:00:00.000,123,0,123.0,123,0.0,WEBSTER BUILDING D LLC,Joy Construction Corp.,No,No
22651,54909,LIVONIA PHASE II SITES 6-8,Multifamily Finance Program,2016-06-30T00:00:00.000,2019-09-26T00:00:00.000,242,0,242.0,242,28513.0,BRP L2 LLC,BRP Construction Group LLC,No,No
22656,54954,THE FREDERICK,Multifamily Finance Program,2017-06-30T00:00:00.000,2020-11-05T00:00:00.000,75,0,75.0,75,14343.0,2395 FDB DEVELOPMENT LLC,Summit JV LLC,No,No
22661,54984,610 WEST 178 ST. HDFC,Multifamily Finance Program,2016-07-01T00:00:00.000,2021-06-30T00:00:00.000,22,0,22.0,22,0.0,610 WEST 178TH STREET HOUSING,R and S Construction Corp.,No,No
22794,55026,Home Street Homes,Multifamily Finance Program,2015-12-30T00:00:00.000,2019-03-27T00:00:00.000,109,0,109.0,109,2000.0,Jaidyn Realty Housing Development Fund Corporation,"Notias Construction, Inc.",No,No
22859,55036,TLK Manor,Multifamily Finance Program,2016-06-29T00:00:00.000,2019-07-29T00:00:00.000,83,0,83.0,83,0.0,TLK APARTMENTS LLC,Procida Construction,No,No
22769,55050,Compass Residences 2B,Multifamily Finance Program,2015-06-29T00:00:00.000,2017-05-10T00:00:00.000,164,0,164.0,164,4561.0,COMPASS TWO B LLC,Monadnock Construction,No,No
22771,55073,DAYTON TOWER COOP - RESILENCY - REPAIR,Sandy Program,2016-11-18T00:00:00.000,,0,0,,1752,2643.0,"P & K CONTRACTING, INC.","P & K CONTRACTING, INC.",Yes,No
22615,55216,DAYTON BEACH PARK - SANDY RECOVERY - REPAIR,Sandy Program,2017-11-30T00:00:00.000,2021-05-25T00:00:00.000,0,0,,1149,0.0,STRUCTURAL PRESERVATION SYSTEMS,STRUCTURAL PRESERVATION SYSTEMS,Yes,No
22767,55219,"Cadman Towers, Inc",Multifamily Finance Program,2016-06-17T00:00:00.000,2019-06-26T00:00:00.000,0,0,,422,102366.0,CADMAN TOWERS INC,BP ELEVATOR CO,No,No
22634,55223,SYDNEY HOUSE,Multifamily Finance Program,2018-02-22T00:00:00.000,2020-01-29T00:00:00.000,1,56,57.0,57,0.0,AG HABITAT TILDEN STREET LLC,MEGA CONTRACTING GROUP LLC,No,No
22727,55238,JOHN PAUL II APARTMENTS,Multifamily Finance Program,2016-02-10T00:00:00.000,2017-05-01T00:00:00.000,69,0,69.0,69,0.0,SOUTHWEST 141 STREET HOUSING,FG-PH Corporation,No,No
22600,55249,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,Multifamily Finance Program,2016-06-30T00:00:00.000,2019-03-15T00:00:00.000,314,0,314.0,314,21700.0,STB OWNERS LLC,Chatsworth Builders LLC,No,No
22800,55263,St. Albans Cycle Of Life,Multifamily Finance Program,2016-06-30T00:00:00.000,2018-08-03T00:00:00.000,67,0,67.0,67,0.0,SACL FARMERS LLC,ST ALBANS JV,No,No
22688,55264,THESSALONIA MANOR,Multifamily Finance Program,2016-12-29T00:00:00.000,2019-01-25T00:00:00.000,120,0,120.0,120,0.0,THESSALONIA MANOR OWNER LLC,LETTIRE CONSTRUCTION CORP.,No,No
25106,55396,North Shore Plaza_ML,Multifamily Finance Program,2014-12-18T00:00:00.000,2016-12-17T00:00:00.000,536,0,536.0,536,0.0,"North Shore Preservation DP, L.P",BFC Preservation Builders LLC,No,No
20366,55403,Prince Hall,Multifamily Finance Program,2013-12-19T00:00:00.000,2015-09-03T00:00:00.000,0,0,98.0,98,0.0,PH Housing L.P.; PH Housing Development Fund Corporation (nominee),Arco Management Corp.,No,No
25287,55428,NYCHA Section 8,Multifamily Finance Program,2014-12-23T00:00:00.000,2016-12-22T00:00:00.000,874,0,874.0,874,0.0,"Triborough Preservation, LLC.",L&M Builders Group,No,No
19722,55431,SEBCO I and II (aka Longwood Residences),Multifamily Finance Program,2013-06-27T00:00:00.000,2013-06-27T00:00:00.000,0,0,361.0,361,0.0,"Longwood Residences, LP","Renewal Construction Services, Inc",No,No
19728,55433,Scheuer Gardens,Multifamily Finance Program,2013-06-27T00:00:00.000,2013-11-12T00:00:00.000,0,0,116.0,116,0.0,Scheuer Gardens L.P.,NOTIAS CONSTRUCTION,No,No
23264,55437,Atlantic Yards B14 (Pacific Park),Multifamily Finance Program,2014-12-12T00:00:00.000,2019-06-18T00:00:00.000,298,0,298.0,298,0.0,Forest City Ratner Companies,Tishman Speyer,No,No
19727,55464,Scheuer Plaza (HDC),Multifamily Finance Program,2013-06-27T00:00:00.000,2015-07-27T00:00:00.000,0,0,100.0,100,0.0,Scheuer Plaza L.P.,NOTIAS CONSTRUCTION,No,No
19678,55467,Sam Burt Houses,Multifamily Finance Program,2014-11-25T00:00:00.000,2016-10-25T00:00:00.000,0,147,147.0,147,0.0,"Sam Burt Houses, Inc.",NO GENERAL CONTRACTOR,No,No
19726,55479,Carmel Apartments,Multifamily Finance Program,2013-06-27T00:00:00.000,2015-04-30T00:00:00.000,0,0,100.0,100,0.0,Carmel Apartments LLC,FG-PH Corp.,No,No
25315,55500,Carnegie Park,Multifamily Finance Program,2014-05-14T00:00:00.000,2015-11-12T00:00:00.000,92,0,92.0,92,23000.0,"Carnegie Park Preservation, LP",AMK Contracting Corp.,No,No
22627,57533,CROWN GARDENS HOUSING CORPORATION,Multifamily Finance Program,2016-09-08T00:00:00.000,,0,239,239.0,239,0.0,CROWN GARDENS HOUSING CORPORATION,NO GENERAL CONTRACTOR,No,No
22821,57536,RED HOOK HOMES SANDY RECOVERY,Sandy Program,2017-07-19T00:00:00.000,2020-01-27T00:00:00.000,0,0,,61,0.0,HORIZON CONSTRUCTION INC,HORIZON CONSTRUCTION INC.,Yes,No
22712,57668,WSFSSH. 275 EAST138TH ST. TRES PUENTES,Multifamily Finance Program,2016-05-19T00:00:00.000,2018-12-31T00:00:00.000,175,0,175.0,175,5919.0,TRES PUENTES LP,Procida Construction,Yes,No
23222,57702,163 BEACH 108 STREET - SANDY RECOVERY,Sandy Program,2016-05-13T00:00:00.000,2017-03-16T00:00:00.000,0,0,,15,0.0,EMPIREHD INC,EMPIREHD INC,Yes,No
23230,57772,Douglaston.155-175 Friendship Lane. Seaview C,Multifamily Finance Program,2016-06-29T00:00:00.000,2018-08-07T00:00:00.000,161,0,161.0,161,0.0,SEAVIEW C HOUSING DEVELOPMENT FUND,J E LEVINE BUILDER INC,Yes,No
30513,58015,284-298 East 162nd Street,Multifamily Finance Program,2016-06-30T00:00:00.000,2018-07-20T00:00:00.000,126,0,126.0,126,0.0,EAST 162ND STREET RESIDENTIAL LLC,Chatsworth Builders LLC,No,No
25740,58235,Phipps. 760-770 East Tremont.Lee Goodwin Residence,Multifamily Finance Program,2016-07-06T00:00:00.000,2018-10-04T00:00:00.000,61,0,61.0,61,4344.0,LEE GOODWIN HOUSING DEVELOPMENT,J. Pilla Contracting,Yes,No
30189,58302,305 E. 171ST STREET HDFC,Multifamily Finance Program,2016-09-23T00:00:00.000,2020-01-03T00:00:00.000,0,9,9.0,9,0.0,305 E 171 H D F C,"Shamas Contracting Co., Inc.",No,No
30248,58324,2727 OCEAN PARKWAY -RESILIENCY,Sandy Program,2017-03-31T00:00:00.000,2019-11-08T00:00:00.000,0,0,,174,400.0,Lincoln Shores Owners Inc,STRUCTURAL PRESERVATION SYSTEMS,Yes,No
